BrefID	SortDate	BibLvlCode	StandardTitle	AbstractEnglish	Refstringauthors	WoScode
241383	2014	AS	Checklist of Bryozoa on the coasts of Turkey	"The phylum Bryozoa includes a total of 185 species reported from the Turkish coasts of the Levantine Sea, the Aegean Sea, the Sea of Marmara, and the Black Sea. The class Gymnolaemata is represented by 159 species, followed by the class Stenolaemata (26 species). While the Aegean Sea had the highest species richness (139 species), the lowest bryozoan diversity (8 species) was reported from the Black Sea coast of Turkey. Only 2 alien species, Celleporaria brunnea and Rhynchozoon larreyi, were recorded from the Turkish coasts. "	"Koçak, F.; Önen, S.A."	WOS:000344879100008
242678	2014	AM	Asteroidea	\N	"Danis, B.; Griffiths, H.J.; Jangoux, M."	\N
243914	2014	M	Sir Alister Hardy Foundation for Ocean Science. 2013 annual report	\N	\N	\N
245307	2014	AS	Planetary protection on international waters: An onboard protocol for capsule retrieval and biosafety control in sample return mission	Planetary protection has been recognized as one of the most important issues in sample return missions that may host certain living forms and biotic signatures in a returned sample. This paper proposes an initiative of sample capsule retrieval and onboard biosafety protocol in international waters for future biological and organic constituent missions to bring samples from possible habitable bodies in the solar system. We suggest the advantages of international waters being outside of national jurisdiction and active regions of human and traffic affairs on the condition that we accept the Outer Space Treaty. The scheme of onboard biological quarantine definitely reduces the potential risk of back-contamination of extraterrestrial materials to the Earth.	"Takano, Y.; Yano, H.; Sekine, Y.; Funase, R.; Takai, K."	WOS:000333786700012
245309	2014	AS	Redefining thermal regimes to design reserves for coral reefs in the face of climate change	"Reef managers cannot fight global warming through mitigation at local scale, but they can use information on thermal patterns to plan for reserve networks that maximize the probability of persistence of their reef system. Here we assess previous methods for the design of reserves for climate change and present a new approach to prioritize areas for conservation that leverages the most desirable properties of previous approaches. The new method moves the science of reserve design for climate change a step forwards by: (1) recognizing the role of seasonal acclimation in increasing the limits of environmental tolerance of corals and ameliorating the bleaching response; (2) using the best proxy for acclimatization currently available; (3) including information from several bleaching events, which frequency is likely to increase in the future; (4) assessing relevant variability at country scales, where most management plans are carried out. We demonstrate the method in Honduras, where a reassessment of the marine spatial plan is in progress."	"Chollett, I.; Enriquez, S.; Mumby, P.J."	WOS:000343731200062
245377	2014	AS	Global bottom-up fossil fuel fugitive methane and ethane emissions inventory for atmospheric modeling	"Natural gas (NG)-related fugitive methane (CH<sub>4</sub>) emissions estimates from life cycle assessments (LCA) and local field measurements are highly uncertain. Globally distributed long-term atmospheric measurements and top-down modeling can help understand whether LCA and field studies are representative of the global industry average. Attributing sources, such as the NG industry, to global total top-down emissions estimates requires detailed and transparent global <i>a priori</i> bottom-up emissions inventories. Establishing an <i>a priori</i> bottom-up inventory as a tool for top-down modeling is the focus of this work, which extends existing fossil fuel (FF) inventories over the past three decades: (i) It includes ethane (C<sub>2</sub>H<sub>6</sub>) emissions, which is a convenient FF tracer gas given available global C<sub>2</sub>H<sub>6</sub> observations. (ii) Fuel specific CH<sub>4</sub> and C<sub>2</sub>H<sub>6</sub> emissions uncertainties are quantified. (iii) NG CH<sub>4</sub> and C<sub>2</sub>H<sub>6</sub> emissions are estimated for different fugitive emissions rate (FER; % of dry production) scenarios as a basis for quantifying global average FER top-down. While our global oil and coal CH<sub>4</sub> estimates coincide well with EDGAR v4.2 for most years, country-level emissions vary substantially, and coal emissions increase at a lower rate over the past decade. Global emissions grid maps are presented for use in top-down modeling."	"Schwietzke, S.; Griffin, W.M.; Matthews, H.S.; Bruhwiler, L.M.P."	WOS:000339981900009
234145	2014	AMS	Estuarine behaviour of European silver eel (<i>Anguilla anguilla</i>) in the Scheldt Estuary	\N	"Verhelst, P.; Buysse, D.; Coeck, J.; Reubens, J.T.; Vincx, M.; Mouton, A."	\N
234152	2014	AMS	Demo of the LifeWatch web services: online data processing tools for biodiversity research	\N	"Waumans, F.; Houthoofdt, R.; Vanhoorne, B.; Dekeyzer, S.; Trias Verbeeck, A.; Vandepitte, L.; Deneudt, K.; Hernandez, F."	\N
239424	2014	M	Lifewatch cockpit: Voorspelling verspreiding mariene diersoorten	"The Flanders Marine Institute ( VLIZ ) has become the biggest coordination and information platform for marine research in Flanders. Since its creation in 1999 VLIZ is a hub for marine and coastal research. VLIZ works as a partner in various projects and networks promoting the international image of Flemish marine scientific research and international marine education. From this initiative VLIZ created the portal website lifewatch.be.Lifewatch is a portal for marine research. From this website researchers have access to a large amount of information on marine and coastal research . On the website researchers can obtain a list of applications that could assist them in the research they are performing.The website should have an additional application that could determine seasonal variations of species. Based on different criteria mapping all sorts of species and their seasonal variation should be displayed clearly. This way marine scientists can make predictions when, why and how marine species will spread in the past and in the future."	"Debergh, J."	\N
241382	2014	AS	Updated checklist of sponges (Porifera) along the coasts of Turkey	"This study compiled the data from previous papers emphasizing sponge species on the Turkish coasts. In total, 127 species belonging to 46 families have been reported: 83 species from the Aegean Sea, 63 species from the Sea of Marmara, 51 species from the Levantine Sea, and 2 species from the Black Sea. Among these species, 3 species are new records for the marine fauna of Turkey: Rhizaxinella elongata, Axinyssa digitata, and Terpios gelatinosa. Raspalia viminalis is a new record for the Sea of Marmara. The morphological and distributional features of 3 species are presented. In addition, a checklist of the sponge species reported from the Turkish coasts to date is provided. "	"Topaloglu, B.; Evcen, A."	WOS:000344879100001
241482	2014	M	"Eutrophication problems, causes and potential solutions, and exchange of reusable model building components for the integrated simulation of coastal eutrophication. ISECA Final Report D3.2"	"This report summarizes the stages of coastal and offshore eutrophication, followed by a description of the European indicators and institutional framework for marine eutrophication assessment.  A summary is given of  a number of biogeochemical models available to describe the process of eutrophication in the North Sea, and the model for atmospheric inputs which was developed in the ISECA project (see the Action 3 Report – Atmospheric Modelling for more details on this work).  Furthermore, the report compares different solutions aimed at reducing the nitrogen inputs from the Scheldt basin, using the nitrogen apportionment model which was developed in the EU-FP6 project SPICOSA (www.spicosa.eu).  The report is concluded with a discussion on the principles of component-based modelling and model libraries, using examples for the Scheldt model, and a general discussion on some challenges of modelling marine eutrophication.   "	"de Kok, J.-L.; Poelmans, L.; Van Esch, L.; Uljee, I.; Engelen, G.; Veldeman, N."	\N
242597	2014	M	Biogeographic Atlas of the Southern Ocean	\N	"De Broyer, C.; Koubbi, P.; Griffiths, H.; Raymond, B.; d'Udekem d'Acoz, C.; Van de Putte, A.P.; Danis, B.; David, B.; Grant, S.; Gutt, J.; Held, C.; Hosie, G.W.; Huettmann, F.; Post, A.; Ropert-Coudert, Y. (Ed.)"	\N
242654	2014	AM	Antarctic free-living marine nematodes	\N	"Ingels, J.; Hauquier, F.; Raes, R.; Vanreusel, A."	\N
242672	2014	AM	Tanaidacea	\N	"Blazewicz-Paszkowycz , M."	\N
243347	2014	MS	Deep-Sea Life 4	\N	\N	\N
243622	2014	M	Study in support of Impact Assessment work on Blue Biotechnology	\N	\N	\N
243697	2014	AS	A complete Holocene record of trematode-bivalve infection and implications for the response of parasitism to climate change	"Increasing global temperature and sea-level rise have led to concern about expansions in the distribution and prevalence of complex-lifecycle parasites (CLPs). Indeed, numerous environmental variables can influence the infectivity and reproductive output of many pathogens. Digenean trematodes are CLPs with intermediate invertebrate and definitive vertebrate hosts. Global warming and sea level rise may affect these hosts to varying degrees, and the effect of increasing temperature on parasite prevalence has proven to be nonlinear and difficult to predict. Projecting the response of parasites to anthropogenic climate change is vital for human health, and a longer term perspective (10<sup>4</sup> y) offered by the subfossil record is necessary to complement the experimental and historical approaches of shorter temporal duration (10<sup>-1</sup> to 10<sup>3</sup> y). We demonstrate, using a high-resolution 9,600-y record of trematode parasite traces in bivalve hosts from the Holocene Pearl River Delta, that prevalence was significantly higher during the earliest stages of sea level rise, significantly lower during the maximum transgression, and statistically indistinguishable in the other stages of sea-level rise and delta progradation. This stratigraphic paleobiological pattern represents the only long-term high-resolution record of pathogen response to global change, is consistent with fossil and recent data from other marine basins, and is instructive regarding the future of disease. We predict an increase in trematode prevalence concurrent with anthropogenic warming and marine transgression, with negative implications for estuarine macrobenthos, marine fisheries, and human health."	"Huntley, J.W.; Fürsich, F.T.; Alberti, M.; Hethke, M.; Liu, C."	WOS:000346767200033
244330	2014	AM	The ecology of Box jellyfish (Cubozoa)	"Cubozoa are poorly known compared to their scyphozoan relatives. This has partly been due to a limited knowledge of taxonomy, the rarity of some taxa as well as extreme temporal and spatial variation in abundance of medusae. The latter may reflect the small spatial scales of many populations. Although cubozoan medusae vary greatly in size, they are all excellent swimmers and have strong orientation behaviour. This, combined with resting on the bottom for extended periods of the day in some taxa (e.g. <i>Copula sivickisi</i>), suggests that dispersal may be limited. Despite this, some taxa, such as <i>Tripedalia cystophora</i>, have broad pantropical distributions suggesting a successful phenotype and a long geologic history. Statoliths allow medusae to be aged and provide unique opportunities to obtain accurate estimates of growth and to test ecological hypotheses. The life histories of few taxa have been studied, and until recently only the life cycle of <i>Tripedalia cystophora</i> had been fully described. The ability to rear species is critical for experimentation. Further, knowledge of the ecology of cubozoans is important for understanding population dynamics and predicting risk to swimmers and prey. With the exception of worldwide occurrences, population units have not been determined using well-known tools such as comparative morphology, genetics and elemental chemistry, and this is overdue. New technology is offering exciting ways to study these elusive creatures. This, combined with experimentation, will provide a better understanding of the physical and biological factors influencing the distribution and abundance of cubozoans within and among populations, both now and under climate change.	"	"Kingsford, M.J.; Mooney, C.J."	\N
247314	2014	AS	"Microanatomy of shelled <i>Koloonella</i> cf. <i>minutissima</i> (Laseron, 1951) (Gastropoda: 'lower' Heterobranchia: Murchisonellidae) does not contradict a sister-group relationship with enigmatic Rhodopemorpha slugs"	"The Murchisonellidae are a small taxon of minute snails with a high-spired shell that occur in shallow marine habitats. Molecular phylogenetics recently revealed that they are not members of the externally similar yet phylogenetically derived Pyramidellidae, but instead potentially one of the oldest clades among the heterobranch Gastropoda. Furthermore, current data surprisingly indicate a sister-group relationship with Rhodopemorpha, highly aberrant marine slugs with previously unclear affinities. Murchisonellidae are characterized by a specialized pincer-like radula, but very little further data exist on soft-body anatomy for most species, and there are only a few observations of living animals. Investigation of the anatomy of Murchisonellidae may thus yield new data providing insights into early heterobranch evolution and that of enigmatic Rhodopemorpha. We collected live specimens of the murchisonellid Koloonella cf. minutissima ( Laseron, 1951), a member of a genus known mainly from eastern Australia. We provide detailed live photographs and interactive 3D data on all major organ systems, based on serial histological sections. The mantle cavity is shown to contain several distinct glands, a pair of which is conspicuously similar to glands found in Rhodopemorpha. The anterior digestive system contains a unique four-toothed radula, a feeble pharynx and a special, vacuolated oesophageal bulb. The reproductive system is complex and diaulic, and contains unusual structures. These results highlight structural diversity among minute lower Heterobranchia. Soft-body characters do not contradict, and may even support, the counterintuitive sister-group relationship with shell-less, wormshaped Rhodopemorpha. The classification of Murchisonellidae is discussed and a revised scheme is proposed. "	"Brenzinger, B.; Wilson, N.G.; Schrödl, M."	WOS:000350053600006
247339	2014	AS	"<i>Tergipes tergipes</i> (Förskal, 1775) (Gastropoda: Nudibranchia) is an amphiatlantic species"	\N	"Cámara, S.; Carmona, L.; Cella, K.; Ekimova, I.; Martynov, A.; Cervera, J.L."	WOS:000350053600014
245280	2014	AS	Stage-dependent distribution of the Critically Endangered Amsterdam albatross in relation to Economic Exclusive Zones	"Long-lived animals typically exhibit several stages throughout their life cycle during which their distribution may vary substantially, which may challenge the relevance of protection measures. Here we surveyed individual movements of the Critically Endangered Amsterdam albatross from Amsterdam Island, southern Indian Ocean, throughout its life cycle. Our goal was to identify, from the areas visited by the albatrosses, which coastal states share responsibility in regulating industrial fishing in their Exclusive Economic Zones (EEZs) in order to promote the preservation of this species. Using stage-relevant tracking techniques (satellite tags, GPS and GLS loggers), we surveyed 361 at-sea trips by 93 individuals over 9 yr, covering incubation, brooding, chick-rearing, sabbatical, failed-breeding, juvenile and immature stages. Our data show that Amsterdam albatrosses exhibit a wide and variable foraging radius (from 326 ± 193 km during brooding to 5519 ± 766 km for immatures) and at-sea distribution across stages, putting them beyond the French EEZ of Amsterdam Island for all or part of the trips surveyed in each stage, and even outside the Indian Ocean when breeding. In all, the breeding versus non-breeding albatrosses visited the EEZs of 1 to 3 versus 3 to 4 countries, respectively. Only breeders visited the&nbsp; EEZs of Madagascar and Mauritius, while only non-breeders visited the EEZs of Australia, South Africa and Namibia. This study stresses the relevance to conservation of obtaining synoptic information on the distribution of threatened species, especially regarding the breeding versus non-breeding categories of populations."	"Thiebot, J.-B.; Delord, K.; Marteau, C.; Weimerskirch, H."	WOS:000334049000007
245494	2014	AS	"Two new species of <i>Rhynchonema</i> Cobb, 1920 from a Brazilian sandy beach"	"<i>Rhynchonema</i> Cobb, 1920 is a genus with worldwide distribution. It is found in diverse coastal environments ranging from brackish water to exposed beaches in intertidal and low subtidal zones, from clay to coarse sand and in sediments under seagrass beds. In this study we describe two new tropical species from Northeast South America: <i>Rhynchonema cemae</i> sp.n. and <i>R. veronicae</i> sp. n. from Olinda’s Isthmus, Pernambuco, Brazil. These two species are mainly characterized by the shapes of the spicules and gubernaculum, which are described here for the first time. The two species can be differentiated primarily on the basis of the spicules, which in <i>R. cemae</i> are symmetrical, fine and long, while in <i>R. veronicae</i> they are asymmetrical, more robust and shorter. We describe for the first time the presence of <i>Rhynchonema</i> species on the east side of South America and provide a review of the genus and a polytomous identification key. Our review of the literature and construction of a polytomous key demonstrated that most of the species descriptions are incomplete."	"Bezerra, T.N.; Smol, N.; Vincx, M."	WOS:000342443800011
247319	2014	AS	"The genus <i>Polycera</i> Cuvier, 1817 (Nudibranchia: Polyceridae) in the eastern Pacific Ocean, with redescription of <i>Polycera alabe</i> Collier & Farmer, 1964 and description of a new species"	"The nudibranch Polycera alabe Collier & Farmer, 1964 has been reported to be extremely variable in coloration. Some of this variation appears to be correlated with geographic range, with four regional colour forms having been recognized. However, the identity of P. alabe has been unclear because of its vague original description, based on only two specimens from Baja Califonia, Mexico, without any morphological or molecular study to date. Here we present a complete redescription, based on examination of the holotype and paratype, as well as study of new material from the type locality and vicinity. The description includes colour pictures, drawings of the reproductive system and electron micrographs of the radula and penis. New findings are reported, such as the presence of two well-developed cusps in the outer lateral teeth, a pair of digitiform and rather short salivary glands, and a penis with at least two different types of penial spines. We describe the reproductive system for the first time. Specimens similar to P. alabe in the external coloration, but with several external and internal differences such as the type of salivary glands and number of outermost teeth, are described as a new species, P. anae n. sp. from Panama and Costa Rica. These two species are compared with five other Polycera species known from the eastern Pacific. "	"Pola, M.; Sánchez-Benitez, M.; Ramiro, B."	WOS:000350053600008
247984	2014	M	The youth guide to the ocean	"This Ocean Guide was jointly developed by FAO and PML, with contributions from many other institutions. It is designed as an educational resource for schools, youth groups and other curious young learners. This fact-filled Guide explores the ocean from the coastal zones to the frozen poles, the deep sea to the open ocean. It takes a close look at the physical features and natural processes that shape the incredible plant and animal life to be found underwater as well as life-forms exposed by the tides. It also demonstrates the many benefits the ocean provides us, discusses the negatives impacts we unfortunately have on the ocean and explains how good management can help protect and conserve the ocean and ocean life. At the end of the Guide, inspiring examples of youth-led initiatives are provided, and an easy-to-follow action plan aims to help YOU develop your own ocean conservation activities and projects."	"Hattam, C.; Hooper, T.; Gordes, A.; Sessa, R. (Ed.)"	\N
248183	2014	AS	Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Porifera	"An annotated check-list is given of Porifera species occurring deeper than 2000 m in the seas bordering Europe. The check-list is based on published data. The checklist includes 39 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue."	"Tabachnick, K.R."	\N
252972	2014	AS	"The biodiversity of species and their rates of extinction, distribution, and protection"	"Recent studies clarify where the most vulnerable species live, where and how humanity changes the planet, and how this drives extinctions. We assess key statistics about species, their distribution, and their status. Most are undescribed. Those we know best have large geographical ranges and are often common within them. Most known species have small ranges. The numbers of small-ranged species are increasing quickly, even in well-known taxa. They are geographically concentrated and are disproportionately likely to be threatened or already extinct. Current rates of extinction are about 1000 times the likely background rate of extinction. Future rates depend on many factors and are poised to increase. Although there has been rapid progress in developing protected areas, such efforts are not ecologically representative, nor do they optimally protect biodiversity."	"Pimm, S.L.; Jenkins, C.N.; Abell, R.; Brooks, T.M.; Gittleman, J.L.; Joppa, L.N.; Raven, P.H.; Roberts, C.M.; Sexton, J.O."	WOS:000336495800034
252976	2014	AS	"Global patterns of marine mammal, seabird, and sea turtle bycatch reveal taxa-specific and cumulative megafauna hotspots"	"Recent research on ocean health has found large predator abundance to be a key element of ocean condition. Fisheries can impact large predator abundance directly through targeted capture and indirectly through incidental capture of nontarget species or bycatch. However, measures of the global nature of bycatch are lacking for air-breathing megafauna. We fill this knowledge gap and present a synoptic global assessment of the distribution and intensity of bycatch of seabirds, marine mammals, and sea turtles based on empirical data from the three most commonly used types of fishing gears worldwide. We identify taxa-specific hotspots of bycatch intensity and find evidence of cumulative impacts across fishing fleets and gears. This global map of bycatch illustrates where data are particularly scarce-in coastal and small-scale fisheries and ocean regions that support developed industrial fisheries and millions of small-scale fishers-and identifies fishing areas where, given the evidence of cumulative hotspots across gear and taxa, traditional species or gear-specific bycatch management and mitigation efforts may be necessary but not sufficient. Given the global distribution of bycatch and the mitigation success achieved by some fleets, the reduction of air-breathing megafauna bycatch is both an urgent and achievable conservation priority."	"Lewison, R.L.; Crowder, L.B.; Wallace, B.P.; Moore, J.E.; Cox, T.; Zydelis, R.; McDonald, S.; DiMatteo, A.; Dunn, D.C.; Kot, C.Y.; Bjorkland, R.; Kelez, S.; Soykan, C.; Stewart, K.R.; Sims, M.; Boustany, A.; Read, A.J.; Halpin, P.; Nichols, W.J.; Safina, C."	WOS:000333985200056
252985	2014	AS	Data integration for conservation: Leveraging multiple data types to advance ecological assessments and habitat modeling for marine megavertebrates using OBIS-SEAMAP	"Spatially explicit conservation efforts to identify, designate, and prioritize protected areas or biologically significant areas require analyses beyond basic species distribution and abundance studies, including assessments of migration patterns, habitat use, and ecological drivers of behavior. With the advent of alternate survey methods and platforms within the marine environment (e.g. satellite telemetry, passive acoustics, photo identification, nesting site monitoring and genetic sampling) in addition to traditional shipboard or aerial visual surveys, researchers have been developing novel analytical and modeling methodologies to fulfill such in-depth ecological assessments. This trend has raised interests and needs not only in filling spatial, temporal and 'ecological' gaps but also in the synthesis of these disparate data from multiple methods/platforms. OBIS-SEAMAP, a thematic node of the Ocean Biogeographic Information System (OBIS) specializing on marine megavertebrates, takes a unique approach to data integration into the OBIS-SEAMAP database to enable novel applications of a global biogeographic database. In this paper, we summarize our efforts to accomplish this integration and to develop novel mapping and visualization tools available on the OBIS-SEAMAP web site. We also discuss advantages and implications of an integrated database in advancing ecological assessments and modeling efforts based on preliminary assessments of the OBIS-SEAMAP data and derived products. Finally, we make critical suggestions for the design and function of biogeographic databases to make contributed data more useful for conservation efforts."	"Fujioka, E.; Kot, C.Y.; Wallace, B.Y.; Best, B.D.; Moxley, J.; Cleary, J.; Donnelly, B.; Halpin, P.N."	WOS:000334011100002
252970	2014	AS	An integrated approach to the taxonomic identification of prehistoric shell ornaments	"Shell beads appear to have been one of the earliest examples of personal adornments. Marine shells identified far from the shore evidence long-distance transport and imply networks of exchange and negotiation. However, worked beads lose taxonomic clues to identification, and this may be compounded by taphonomic alteration. Consequently, the significance of this key early artefact may be underestimated. We report the use of bulk amino acid composition of the stable intracrystalline proteins preserved in shell biominerals and the application of pattern recognition methods to a large dataset (777 samples) to demonstrate that taxonomic identification can be achieved at genus level. Amino acid analyses are fast (< 2 hours per sample) and micro-destructive (sample size <2 mg). Their integration with non-destructive techniques provides a valuable and affordable tool, which can be used by archaeologists and museum curators to gain insight into early exploitation of natural resources by humans. Here we combine amino acid analyses, macro-and microstructural observations (by light microscopy and scanning electron microscopy) and Raman spectroscopy to try to identify the raw material used for beads discovered at the Early Bronze Age site of Great Cornard (UK). Our results show that at least two shell taxa were used and we hypothesise that these were sourced locally."	"Demarchi, B.; O'Connor, S.; de Lima Ponzoni, A.; de Almeida Rocha Ponzoni, R.; Sheridan, A.; Penkman, K.; Hancock, Y.; Wilson, J."	WOS:000338503400042
245455	2014	AMS	Realising virtual research environments by hybrid data infrastructures: the D4Science experience	"Modern science tend to be more than ever multidisciplinary, collaborative and demanding. Scientific investigations span the boundaries of single institutions, disciplines, and countries. In order to serve these scenarios innovative working environments are needed. In this paper it is presented an innovative environment consisting of an Hybrid Data Infrastructure supporting the dynamic deployment and operation of an array of Virtual Research Environments, each tailored to serve the needs of a scientific community towards a research endeavour. The paper reports on the enabling technology and how it has been deployed to realise the D4Science infrastructure and serve the needs of different communities."	"Candela, L.; Castelli, D.; Manzi, A.; Pagano, P."	\N
246910	2014	AS	Revision of Desmodorinae and Spiriniinae (Nematoda: Desmodoridae) with redescription of eight known species	"The taxonomy of the family Desmodoridae (Nematoda: Desmodorida) is partially revised based on morphology. The diagnoses of the Desmodoridae and the subfamilies Desmodorinae and Spiriniinae are emended to accommodate re-analyzed morphological features. Eight known species are redescribed and the implication of the new findings for the taxonomy of the group is discussed. <i>Amphispira</i> and <i>Metadesmodora</i> are confirmed as genera inquirendae. <i>Alaimonema</i> and <i>Sigmophoranema</i>, and their corresponding type species, are proposed as inquirendae due to poor descriptions of the type material. The other three species of <i>Sigmophoranema</i> are transferred to the genus <i>Onyx</i> because they bear the diagnostic features of this group: spear-like dorsal tooth and s-shape precloacal supplements. <i>Echinodesmodora</i>, <i>Paradesmodora</i> and <i>Stygodesmodora</i> are transferred to the Spiriniinae based on the absence of a head capsule and on the amphidial fovea being surrounded by cuticle striation. <i>Paradesmodora toreutes</i> is transferred to the genus <i>Acanthopharyngoides</i> as <i>A. toreutes</i> comb. nov. The genus <i>Onepunema</i> does not fit in the family Desmodoridae because of diorchic males; thus, it is regarded as taxon <i>incertae sedis</i>. Lists of valid genera for the two subfamilies are provided. A dichotomic key for the identification of the 14 genera within the Spiriinae is provided."	"Armenteros, M; Ruiz-Abierno, A; Decraemer, W."	WOS:000348902800001
248160	2014	AS	Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Antipatharia	"An annotated check-list is given of Antipatharia species occurring deeper than 2000 m in the seas bordering Europe. The check-list is based on published data. It includes 12 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue."	"Molodtsova, T.N."	\N
239089	2014	AS	Assemblage time series reveal biodiversity change but not systematic loss	"The extent to which biodiversity change in local assemblages contributes to global biodiversity loss is poorly understood. We analyzed 100 time series from biomes across Earth to ask how diversity within assemblages is changing through time. We quantified patterns of temporal a diversity, measured as change in local diversity, and temporal ß diversity, measured as change in community composition. Contrary to our expectations, we did not detect systematic loss of a diversity. However, community composition changed systematically through time, in excess of predictions from null models. Heterogeneous rates of environmental change, species range shifts associated with climate change, and biotic homogenization may explain the different patterns of temporal a and ß diversity. Monitoring and understanding change in species composition should be a conservation priority. "	"Dornelas, M.; Gotelli, N.J.; McGill, B.; Shimadzu, H.; Moyes, F.; Sievers, C.; Magurran, A.E."	WOS:000334474500035
241378	2014	AS	"Checklist of marine tetrapods (reptiles, seabirds and mammals) of Turkey"	"The occurrence of a total of 61 marine tetrapod species is presented in this paper, including 3 sea turtles, 43 sea birds, and 15 marine mammals. Distribution of each reported species along the Black Sea, Sea of Marmara, Aegean, and Levantine coasts of Turkey is mentioned, associated with key references. "	"Güçlüsoy, H.; Karauz, E.S.; Kiraç, C.O.; Bilecenoglu, M."	WOS:000344879100011
241379	2014	AS	Marine molluscs of the Turkish coasts: An updated checklist	"This study presents the molluscan species diversity along the Turkish coasts. The compilation of the available references revealed a total of 1065 species belonging to 7 classes (Caudofoveata, Solenogastres, Polyplacophora, Gastropoda, Bivalvia, Scaphopoda, and Cephalopoda). Most of the reported species belong to the class Gastropoda (706 species), followed by Bivalvia (279 species), Cephalopoda (50 species), Polyplacophora (17 species), Scaphopoda (10 species), Caudofoveata (2 species), and Solenogastres (1 species). Among the coasts of Turkey, the highest number of molluscan species was recorded from the Aegean Sea (825 species), followed by the Levantine Sea (807 species), Sea of Marmara (537 species), and the Black Sea (155 species). Of the 1065 mollusc taxa, 118 species are alien ones that originated outside the Mediterranean Sea. Among the listed species, Timoclea roemeriana (Bivalvia), and Sepiola ligulata and Abraliopsis morisii (both from Cephalopoda) are new records for the Turkish mollusc fauna, 11 species of the classes Polyplacophora, Gastropoda, and Bivalvia (Leptochiton boettgeri, Cerithium protractum, Similiphora similior, Cerithiopsis diadema, Rissoa guerinii, Crepidula moulinsii, Crepidula unguiformis, Bela zenetouae, Doto coronata, Lima marioni, and Limaria loscombi) are new reports for the Levantine coast of Turkey, and 2 gastropod species (Acirsa subdecussata and Monotygma lauta) are new reports for the Aegean coast of Turkey. Among the listed taxa, 27 species have been classified in the IUCN Red List or Barcelona/Bern Conventions. "	"Öztürk, B.; Do?an, A.; Bitlis-Bakir, B.; Salman, A."	WOS:000344879100007
243654	2014	AS	"Large Spatial Scale Variability in Bathyal Macrobenthos Abundance, Biomass, a- and b-Diversity along the Mediterranean Continental Margin"	"The large-scale deep-sea biodiversity distribution of the benthic fauna was explored in the Mediterranean Sea, which can beseen as a miniature model of the oceans of the world. Within the framework of the BIOFUN project (‘‘Biodiversity andEcosystem Functioning in Contrasting Southern European Deep-sea Environments: from viruses to megafauna’’), weinvestigated the large spatial scale variability (over .1,000 km) of the bathyal macrofauna communities that inhabit theMediterranean basin, and their relationships with the environmental variables. The macrofauna abundance, biomass,community structure and functional diversity were analysed and the a-diversity and b-diversity were estimated across sixselected slope areas at different longitudes and along three main depths. The macrobenthic standing stock and a-diversitywere lower in the deep-sea sediments of the eastern Mediterranean basin, compared to the western and central basins. Themacrofaunal standing stock and diversity decreased significantly from the upper bathyal to the lower bathyal slope stations.The major changes in the community composition of the higher taxa and in the trophic (functional) structure occurred atdifferent longitudes, rather than at increasing water depth. For the b-diversity, very high dissimilarities emerged at all levels:(i) between basins; (ii) between slopes within the same basin; and (iii) between stations at different depths; this thereforedemonstrates the high macrofaunal diversity of the Mediterranean basins at large spatial scales. Overall, the food sources(i.e., quantity and quality) that characterised the west, central and eastern Mediterranean basins, as well as sediment grainsize, appear to influence the macrobenthic standing stock and the biodiversity along the different slope areas."	"Baldrighi, E.; Lavaleye, M.; Aliani, S.; Conversi, A.; Manini, E."	WOS:000344317700041
245304	2014	AS	Surface drifters experiment in the south-eastern part of the Baltic Sea	"In November 2013, the first short-term surface drifter experiment has been carried out along the Lithuanian coast. Three drifters were deployed from <i>R/V Vejunas</i> at a location ~6 km offshore and 2.5 km north of Klaipeda. During the period of observation from 22-30 November, the drifting direction has shifted up to five times by more than 90 degrees mainly due to changes in the mean wind direction. After seven days, the drifters have reached the coast approximately 30 km south of Klaipeda. The analysis of the relationships between the mean wind speed and the mean drift speed for the three periods differentiated based on meteorological conditions yielded a regression coefficient of 0.031, with the entire experiment period characterized by a lower value of 0.014."	"Davuliene, L.; Kelpšaite, L.; Dailidiene, I."	WOS:000347142000007
245404	2014	AS	Conservation “identity” and marine protected areas management: A Mediterranean case study	"Protection of natural environments sought through management plans varies greatly between countries; characterizing these differences and what motivates them can inform future regional and international conservation efforts. This research builds on previous work addressing the spatial distribution of marine protected areas in the Mediterranean Sea. Particularly, it examines the relationship between a “protection level” (PL) score and a set of variables pertaining to each country's conservation efforts, economic conditions and human impact along the coast using regression analysis. Four sets of models demonstrated country characteristics that correlate with higher protection levels <i>within</i> marine protected areas (MPAs). Certain contextual factors – economic dependence on the marine environment, efforts at terrestrial conservation and greater human impact – were found to be significantly associated with higher PLs among the northern littoral countries of the Mediterranean. Such findings can inform policy makers about where efforts and investments should be directed for marine conservation."	"Portman, M.E.; Nathan, D."	WOS:000353092800015
