,DataSystem,Affiliation,Country,Unnamed: 3,Unnamed: 4,Unnamed: 5,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
447,Marine_regions,U.S. Geological Survey,USA,,,,US Geological Survey (USGS),,USA,,Governmental body,Policy
448,Marine_regions,Woods Hole Oceanographic Institution,USA,,,,Woods Hole Oceanographic Institution (WHOI),,USA,,Research institute,Science
449,Marine_regions,Agence des aires marines protégées,France,,,,L’Agence des aires marines protégées,,France,,Governmental body,Policy
450,Marine_regions,Armada Española,Spain,,,,Spanish navy,,Spain,,Other public authorities,Policy
451,Marine_regions,British Antarctic Survey,UK,,,,British Antarctic Survey (BAS),,,,,
452,Marine_regions,Canadian Coast Guard,Canada,,,,Canadian Coast Guard,,Canada,,Other public authorities,Policy
453,Marine_regions,Danish Defence Intelligence Service,Denmark,,,,Danish Defence Intelligence Service,,Denmark,,Governmental body,Policy
454,Marine_regions,"Department of Agriculture, Forestry and Fisheries South Africa",South Africa,,,,"South African government - Department of Agriculture, Forestry and Fisheries",,South Africa,,Governmental body,Policy
455,Marine_regions,European Maritime Safety Agency,Europe,,,,European Maritime Safety Agency,,Europe,,Governmental body,Policy
456,Marine_regions,Eurostat-GISCO,Europe,,,,EU - European Commission - GISCO (Geographic Information System of the Commission),,Europe,,Data infrastructure,Science
457,Marine_regions,US Fleet Forces Command,USA,,,,US Fleet Forces Command,,USA,,Other public authorities,Policy
458,Marine_regions,Fisheries and Oceans Canada,Canada,,,,Government of Canada - Fisheries and Oceans Canada,,Canada,,Governmental body,Policy
459,Marine_regions,US Environmental Protection Agency,USA,,,,US Environmental Protection Agency (US EPA),,USA,,Governmental body,Policy
460,Marine_regions,European Environmental Agency,Europe,,,,EU - European Environmental Agency,,Europe,,EU institution,Policy
461,Marine_regions,FAO Fisheries and aquaculture department,Global,,,,FAO (Food and Agriculture Organization of the United Nations) - Fisheries and aquaculture department,,Global,,UN organization,Policy
462,Marine_regions,Geoscience Australia,Australia,,,,Australian government - Geoscience Australia,,,,,
463,Marine_regions,Italian Navy Hydrographic Institute,Italy,,,,Italian Navy - Hydrographic Institute,,Italy,,Governmental body,Policy
464,Marine_regions,UNEP/GRID-Arendal,Global,,,,UNEP (UN Environment Programme) - GRID-Arendal,,Global,,UN organization,Policy
465,Marine_regions,International Astronautical Federation,Global,,,,International Astronautical Federation,,,,,
466,Marine_regions,Korean Fisheries Monitoring Center,South Korea,,,,Korean government - Ministry of Oceans and Fisheries - Fisheries Monitoring Center (FMC),,South Korea,,Governmental body,Policy
467,Marine_regions,Ministry of Foreign Affairs - Hellinic Republic,Greece,,,,Greece government - Hellinic Ministry of Foreign Affairs,,Greece,,Governmental body,Policy
468,Marine_regions,National Oceanic and Atmospheric Administration,USA,,,,NOAA National Oceanic And Atmospheric Administration,,USA,,Governmental body,Policy
469,Marine_regions,National Renewable Energy Laboratory,USA,,,,National Renewable Energy Laboratory,,USA,,Research institute,Science
470,Marine_regions,Pacific Islands Forum Fisheries Agency,Global,,,,Pacific Islands Forum Fisheries Agency,,Global,,Intergovernmental body,Policy
471,Marine_regions,Space and Naval Warfare Systems Command,USA,,,,Space and Naval Warfare Systems Command,,USA,,Defence,Policy
472,Marine_regions,Swedish Agency for Marine and Water Management,Sweden,,,,Swedish Agency for Marine and Water Management,,Sweden,,Governmental body,Policy
473,Marine_regions,UK Space Agency,UK,,,,UK Space Agency,,UK,,Research institute,Science
474,Marine_regions,UNEP-WCMC,Global,,,,UNEP-WCMC (UN Environment Programme World Conservation Monitoring Centre),,Global,,UN organization,Policy
475,Marine_regions,US Coast Guard,USA,,,,US Coast Guard,,USA,,Other public authorities,Policy
476,Marine_regions,US Department of Veterans Affairs,USA,,,,US Department of Veterans Affairs,,USA,,Governmental body,Policy
477,Marine_regions,US Fleet Forces Command,USA,,,,US Fleet Forces Command,,USA,,Other public authorities,Policy
478,Marine_regions,International Seabed Authority,Global,,,,ISA International Seabed Authority,,,,,
479,Marine_regions,4C Offshore Ltd.,UK,,,,4C Offshore Ltd.,,UK,,Company,Industry
480,Marine_regions,Aereon Marine,USA,,,,Aereon Marine Inc.,,USA,,Consultancy,Industry
481,Marine_regions,Albacora Group,Spain,,,,Albacora Group,,Spain,,Company,Industry
482,Marine_regions,Airborne Petroleum Geophysics,Global,,,,Airborne Petroleum Geophysics,,Global,,Consultancy,Industry
483,Marine_regions,Arcadis,Netherlands,,,,Arcadis,,Netherlands,,Consultancy,Industry
484,Marine_regions,BP,Global,,,,BP,,Global,,Company,Industry
485,Marine_regions,Applied Science Associates,USA,,,,Applied Science Associates,,USA,,Company,Industry
486,Marine_regions,Bakri Navigation Company Limited,Saudi Arabia,,,,Bakri Navigation Company Limited,,Saudi Arabia,,Company,Industry
487,Marine_regions,BarrowsCo,USA,,,,BarrowsCo,,USA,,Company,Industry
488,Marine_regions,Belgian Offshore Platform,Belgium,,,,Belgian Offshore Platform,,Belgium,,Non-profit organization,Civil society
489,Marine_regions,BHP,Global,,,,BHP,,Global,,Company,Industry
490,Marine_regions,CGG,,,,,,,,,,
491,Marine_regions,CLS,France,,,,,,,,,
492,Marine_regions,Control Risks,Global,,,,Control Risks,,Global,,Consultancy,Industry
493,Marine_regions,Ørsted,Denmark,,,,Ørsted,,Denmark,,Company,Industry
494,Marine_regions,EarthX,Global,,,,EarthX,,Global,,Non-profit organization,Civil society
495,Marine_regions,ESRI,USA,,,,ESRI,,USA,,Company,Industry
496,Marine_regions,ExxonMobil,USA,,,,ExxonMobil,,USA,,Company,Industry
497,Marine_regions,FM Global,Global,,,,FM Global,,Global,,Company,Industry
498,Marine_regions,IHS Markit,Global,,,,IHS Markit,,UK,,Company,Industry
499,Marine_regions,Jan De Nul,Global,,,,Jan De Nul Group,,Belgium,x,Company,Industry
500,Marine_regions,Lighthouse,Global,,,,,,,,,
501,Marine_regions,MAAS,Netherlands,,,,,,,,,
502,Marine_regions,Wood,Global,,,,Wood Group,,Global,,Company,Industry
503,Marine_regions,Verisk Maplecroft,Global,,,,Verisk Maplecroft,,Global,,Consultancy,Industry
504,Marine_regions,MDA,,,,,,,,,,
505,Marine_regions,Seas of Solutions,Europe,,,,Seas of Solutions,,Netherlands,,Company,Industry
506,Marine_regions,Nautoshark,UK,,,,Nautoshark,,UK,,Company,Industry
507,Marine_regions,NKT,Global,,,,NKT,,Denmark,,Company,Industry
508,Marine_regions,OMV Group,Global,,,,OMV Group,,Austria,,Company,Industry
509,Marine_regions,Oralia Maritime,,,,,,,,,,
510,Marine_regions,Ophir,,,,,,,,,,
511,Marine_regions,PacNet,Global,,,,PacNet,,Global,,Company,Industry
512,Marine_regions,Pelagian,,,,,,,,,,
513,Marine_regions,PWC,Global,,,,PWC,,UK,,Company,Industry
514,Marine_regions,Primeval Treks,,,,,,,,,,
515,Marine_regions,Ramboll,Denmark,,,,Ramboll,,Denmark,,Consultancy,Industry
516,Marine_regions,SAIC,China,,,,SAIC Motor,,China,,Company,Industry
517,Marine_regions,ScanReach,Norway,,,,ScanReach,,Norway,,Company,Industry
518,Marine_regions,Shell,Global,,,,Shell,,Global,,Company,Industry
519,Marine_regions,Telstra,Australia,,,,Telstra,,Australia,,Company,Industry
520,Marine_regions,SAGA,UK,,,,,,,,,
521,Marine_regions,Vickers Nolan Enterprises,USA,,,,"Vickers & Nolan Enterprises, LLC (VNE)",,USA,,Company,Industry
522,Marine_regions,Voyager,Global,,,,,,,,,
523,Marine_regions,Equinor,Global,,,,Equinor,,Norway,,Company,Industry
524,Marine_regions,American Bird Conservancy,USA,,,,American Bird Conservancy,,USA,,Non-profit organization,Civil society
525,Marine_regions,BirdLife International,Global,,,,BirdLife International,,Global,,Non-profit organization,Civil society
526,Marine_regions,Conservation International,Global,,,,Conservation International,,Global,,Non-profit organization,Civil society
527,Marine_regions,Greenpeace,Global,,,,Greenpeace,,Global,,Non-profit organization,Civil society
528,Marine_regions,International Fund for Animal Welfare,Global,,,,IFAW International Fund for Animal Welfare,,,,,
529,Marine_regions,International Union for Conservation of Nature (IUCN),Global,,,,IUCN International Union for Conservation of Nature,,Global,,UN organization,Policy
530,Marine_regions,The Nature Conservancy,USA,,,,The Nature Conservancy,,USA,,Non-profit organization,Civil society
531,Marine_regions,Oceana,Global,,,,Oceana,,Spain,,Non-profit organization,Civil society
532,Marine_regions,WorldFish,Global,,,,WorldFish,,Global,,Non-profit organization,Civil society
533,Marine_regions,WWF,Global,,,,WWF,,Global,,Non-profit organization,Civil society
534,Marine_regions,Bloomberg,Global,,,,Bloomberg,,USA,,Creative body,Civil society
535,Marine_regions,Reuters,Global,,,,Reuters,,Netherlands,,Creative body,Civil society
536,Marine_regions,The New York Times,USA,,,,The New York Times,,USA,,Creative body,Civil society
537,Mailing_List,personal emailadres,,,,,personal,,,,,
538,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
539,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Terrestrial Ecology Unit (TEREC) ,,Belgium,x,Research institute,Science
540,Mailing_List,"Research Institute for Agriculture, Fisheries and Food (ILVO)",Belgium,,,,"ILVO Flanders Research Institute for Agriculture, Fisheries and Food",,Belgium,x,Research institute,Science
541,Mailing_List,personal emailadres,Belgium,,,,personal,,,,,
542,Mailing_List,Belspo,Belgium,,,,Federal government - Belgian Science Policy (BELSPO),,Belgium,o,Governmental body,Policy
543,Mailing_List,Consortium of European Taxonomic Facilities (CETAF),Belgium,,,,CETAF (Consortium of European Taxonomic Facilities),,Europe,,Research network,Science
544,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
545,Mailing_List,School of Veterinary Medicine,Greece,,,,Aristotle University of Thessaloniki - School of Veterinary Medicine,,Greece,,University,Science
546,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
547,Mailing_List,Belgian Biodiversity Platform (BBPf),Belgium,,,,Belgian Biodiversity Platform (BBPf),,Belgium,o,Data infrastructure,Science
548,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
549,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
550,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
551,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
552,Mailing_List,Natagora Aves,Belgium,,,,Natagora,,Belgium,o,Non-profit organization,Civil society
553,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
554,Mailing_List,personal emailadres,,,,,personal,,,,,
555,Mailing_List,"Uliege, TERRA Research centre",Belgium,,,,University of Liège - TERRA research centre,,Belgium,,Research institute,Science
556,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
557,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
558,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
559,Mailing_List,"Uantwerpen, Department of Biology, Behavioural Ecology and Eco-Physiology Group",Belgium,,,,University of Antwerp - Faculty of Science - Department of Biology - Behavioural Ecology and Ecophysiology (BECO),,Belgium,x,University,Science
560,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
561,Mailing_List,personal emailadres,,,,,personal,,,,,
562,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
563,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
564,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
565,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
566,Mailing_List,European Marine Board (EMB),Belgium,,,,European Marine Board,x,Europe,,NGO,Civil society
567,Mailing_List,"Université Libre De Bruxelles, Marine Biology Lab",Belgium,,,,Free University of Brussels (VUB) - Faculty of Sciences and Bioengineering Sciences - Biology Department - Ecology And Biodiversity Research Group - Marine Biology Laboratory,x,Belgium,o,Research institute,Science
568,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
569,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
570,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
571,Mailing_List,FWO,Belgium,,,,Research Foundation – Flanders,,Belgium,x,Governmental body,Policy
572,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
573,Mailing_List,LifeWatch ERIC,Europe,,,,LifeWatch ERIC,,Europe,,Research network,Science
574,Mailing_List,LifeWatch ERIC,Europe,,,,LifeWatch ERIC,,Europe,,Research network,Science
575,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
576,Mailing_List,"Ugent, Falculty of Bioscience Engineering, Department of Animal Sciences and Aquatic Ecology, GhEnToxLab",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Animal sciences and aquatic ecology - Environmental Toxicology Unit (GhEnToxLab),,,,,
577,Mailing_List,WWF Belgium,Global,,,,WWF,,Global,,Non-profit organization,Civil society
578,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
579,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
580,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
581,Mailing_List,School of Veterinary Medicine,Greece,,,,Aristotle University of Thessaloniki - School of Veterinary Medicine,,Greece,,University,Science
582,Mailing_List,project(!) - De Rijke Noordzee - samen werking tussen Stichting De Noordzee en Natuur En Milieu  - Eline verbonden aan Stichting De Noordzee,The Netherlands,,,,De Noordzee,,Belgium,x,Non-profit organization,Civil society
583,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
584,Mailing_List,European Space Agency,Europe,,,,European Space Agency,,Europe,,Research institute,Science
585,Mailing_List,project(!) - De Rijke Noordzee - samen werking tussen Stichting De Noordzee en Natuur En Milieu,The Netherlands,,,,Natuur En Milieu,,Belgium,x,Non-profit organization,Civil society
586,Mailing_List,Vlaamse Instelling voor Technologisch Onderzoek (VITO),Belgium,,,,VITO Vlaamse Instelling voor Technologisch Onderzoek,,Belgium,x,Research institute,Science
587,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
588,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
589,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
590,Mailing_List,"KULeuven, Department of Biology, Ecology, Evolution and Biodiversity Conservation Section; Laboratorium voor Biodiversiteit en Evolutionaire Genomica (LBEG)",Belgium,,,,Catholique University of Louvain - Laboratory of Biodiversity and Evolutionary Genomics (LBEG),,Belgium,x,Research institute,Science
591,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
592,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
593,Mailing_List,Plantentuin Meise,Belgium,,,,Plantentuin Meise,,Belgium,x,Museum,Science
594,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
595,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
596,Mailing_List,"Department of Economy, Science and Innovation",Belgium,,,,"Flemish Government - Department of Economy, Science and Innovation (EWI)",,Belgium,x,Governmental body,Policy
597,Mailing_List,"Department of Economy, Science and Innovation",Belgium,,,,"Flemish Government - Department of Economy, Science and Innovation (EWI)",,Belgium,x,Governmental body,Policy
598,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
599,Mailing_List,"Brazilian Government, Ministry of Agriculture, Livestock and Food supply, Brazilian Agricultural Research Corporation",Brazil,,,,"Brazilian Government, Ministry of Agriculture, Livestock and Food supply, Brazilian Agricultural Research Corporation",,Brazil,,Governmental body,Policy
600,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Terrestrial Ecology Unit (TEREC) ,,Belgium,x,Research institute,Science
601,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
602,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
603,Mailing_List,"Swedish University of Agricultural Sciences (SLU), Department of Wildlife, Fish and Environmental Studies",Sweden,,,,Swedish University of Agricultural Sciences (SLU),,Sweden,,University,Science
604,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
605,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
606,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Terrestrial Ecology Unit (TEREC) ,,Belgium,x,Research institute,Science
607,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
608,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
609,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
610,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
611,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
612,Mailing_List,"Ugent, Falculty of Bioscience Engineering, Department of Animal Sciences and Aquatic Ecology, GhEnToxLab",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Animal sciences and aquatic ecology - Environmental Toxicology Unit (GhEnToxLab),,,,,
613,Mailing_List,EMODnet Secretariat,Europe,,,,EMODnet (European Marine Observation and Data Network) - Secretariat,,Europe,,EU institution,Policy
614,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
615,Mailing_List,"Ugent, Departement of of Animal Science and Aquatic Ecology, Aquatic Ecology (AECO)",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Animal Science and Aquatic Ecology,,Belgium,x,University,Science
616,Mailing_List,"Ugent, Faculty of Bioscience Engineering, Departement of Data analysis and mathematical modelling",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Data Analysis and Mathematical Modelling - BIOMATH,,Belgium,x,Research institute,Science
617,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
618,Mailing_List,Fédération Wallonie-Bruxelles,Belgium,,,,Fédération Wallonie-Bruxelles,,Belgium,o,Governmental body,Policy
619,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
620,Mailing_List,Ardenne & Gaume,Belgium,,,,Ardenne & Gaume,,Belgium,o,Other,Civil society
621,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
622,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
623,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
624,Mailing_List,"Wageningen University & Research, Wageningen Marine Research",Netherlands,,,,Wageningen University & Research (WUR),,Netherlands,,University,Science
625,Mailing_List,European Marine Board (EMB),Belgium,,,,European Marine Board,x,Europe,,NGO,Civil society
626,Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Researchgroup of Zooloy: Biodiversity and Toxicology, Research Centre for Envronmental Sciences",Belgium,,," Research Centre for Envronmental Sciences""		Belgium",Hasselt University - Centre for Environmental Sciences (CMK) - Research Centre for Envronmental Sciences,,,,,
627,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
628,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
629,Mailing_List,Belgian Biodiversity Platform (BBPf),Belgium,,,,Belgian Biodiversity Platform (BBPf),,Belgium,o,Data infrastructure,Science
630,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
631,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
632,Mailing_List,personal emailadres,,,,,personal,,,,,
633,Mailing_List,LifeWatch ERIC,Europe,,,,LifeWatch ERIC,,Europe,,Research network,Science
634,Mailing_List,"Université Catholique de Louvain, Department of Sciences and Technology, Earth and Life Institute, Environmental Sciences",Belgium,,,,Catholique University of Louvain - Earth and Life Institute (ELI),x,Belgium,x,Research institute,Science
635,Mailing_List,"Ugent, Falculty of Bioscience Engineering, Department of Animal Sciences and Aquatic Ecology, GhEnToxLab",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Animal sciences and aquatic ecology - Environmental Toxicology Unit (GhEnToxLab),,,,,
636,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
637,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
638,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
639,Mailing_List,AfricaMuseum,Belgium,,,,RMCA Royal Museum for Central Africa,,Belgium,o,Museum,Science
640,Mailing_List,Service public de Wallonie (SPW),Belgium,,,,SPW Service public de Wallonie,,Belgium,o,Governmental body,Policy
641,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
642,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
643,Mailing_List,"Research Institute for Agriculture, Fisheries and Food (ILVO)",Belgium,,,,"ILVO Flanders Research Institute for Agriculture, Fisheries and Food",,Belgium,x,Research institute,Science
644,Mailing_List,AfricaMuseum,Belgium,,,,RMCA Royal Museum for Central Africa,,Belgium,o,Museum,Science
645,Mailing_List,Lotek,Canada,,,,Lotek,,Global,,Company,Industry
646,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
647,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
648,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
649,Mailing_List,Defensie,Belgium,,,,Defensie,,Belgium,o,Defence,Policy
650,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
651,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
652,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
653,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
654,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Terrestrial Ecology Unit (TEREC) ,,Belgium,x,Research institute,Science
655,Mailing_List,"Ugent, Falculty of Sciences, Departement of Biology, PAE",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department,x,Belgium,x,University,Science
656,Mailing_List,"Ugent, Faculty of Verterinary Medicine, Department of Virology, parasitology and immunology",Belgium,,,,"Ghent University - Faculty of Verterinary Medicine - Department of Virology, parasitology and immunology",,,,,
657,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
658,Mailing_List,AfricaMuseum,Belgium,,,,RMCA Royal Museum for Central Africa,,Belgium,o,Museum,Science
659,Mailing_List,AfricaMuseum,Belgium,,,,RMCA Royal Museum for Central Africa,,Belgium,o,Museum,Science
660,Mailing_List,"Uliege, Gembloux Agro-Bio Tech ",Belgium,,,,University of Liège - Gembloux Agro-Bio Tech,x,Belgium,o,Research institute,Science
661,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
662,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
663,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
664,Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Researchgroup of Zooloy: Biodiversity and Toxicology, Research Centre for Envronmental Sciences",Belgium,,," Research Centre for Envronmental Sciences""		Belgium",Hasselt University - Centre for Environmental Sciences (CMK) - Research Centre for Envronmental Sciences,,,,,
665,Mailing_List,"Uantwerpen, Department of Biology, Behavioural Ecology and Eco-Physiology Group",Belgium,,,,University of Antwerp - Faculty of Science - Department of Biology - Behavioural Ecology and Ecophysiology (BECO),,Belgium,x,University,Science
666,Mailing_List,"Université Catholique de Louvain, Department of Sciences and Technology, Earth and Life Institute, Environmental Sciences",Belgium,,,,Catholique University of Louvain - Earth and Life Institute (ELI),x,Belgium,x,Research institute,Science
667,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
668,Mailing_List,personal emailadres,,,,,personal,,,,,
669,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
670,Mailing_List,"Department of Economy, Science and Innovation",Belgium,,,,"Flemish Government - Department of Economy, Science and Innovation (EWI)",,Belgium,x,Governmental body,Policy
671,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
672,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
673,Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Research group of Environmental Biology, Researh Centre for Environmental Sciences",Belgium,,," Researh Centre for Environmental Sciences""		Belgium",Hasselt University - Centre for Environmental Sciences (CMK),,Belgium,x,Research institute,Science
